date,pm25,T2M,RH2M,WS2M,pm25_lag_1,pm25_lag_7,month,smog_season
2023-12-17,195.1304347826087,12.48,65.54,1.2,341.6666666666667,188.7826086956522,12,1
2023-12-18,202.58333333333334,11.57,65.35,1.93,195.1304347826087,303.4583333333333,12,1
2023-12-19,208.875,11.26,56.02,1.73,202.58333333333334,307.8333333333333,12,1
2023-12-20,231.45833333333334,12.52,46.81,1.48,208.875,272.0416666666667,12,1
2023-12-21,470.8333333333333,13.66,40.96,1.07,231.45833333333334,298.5833333333333,12,1
2023-12-22,465.27272727272725,13.34,43.74,0.89,470.8333333333333,371.4347826086956,12,1
2023-12-23,342.04347826086956,14.47,53.99,1.21,465.27272727272725,341.6666666666667,12,1
2023-12-24,423.04761904761904,13.26,64.25,0.86,342.04347826086956,195.1304347826087,12,1
2023-12-25,281.7916666666667,14.43,57.52,1.16,423.04761904761904,202.58333333333334,12,1
2023-12-26,323.3181818181818,15.95,48.55,0.82,281.7916666666667,208.875,12,1
2023-12-27,401.5416666666667,14.6,53.29,0.95,323.3181818181818,231.45833333333334,12,1
2023-12-28,248.875,13.03,58.14,1.35,401.5416666666667,470.8333333333333,12,1
2023-12-29,258.9166666666667,13.35,56.52,0.78,248.875,465.27272727272725,12,1
2023-12-30,328.1666666666667,12.95,55.49,0.71,258.9166666666667,342.04347826086956,12,1
2023-12-31,243.86363636363637,12.85,52.02,0.45,328.1666666666667,423.04761904761904,12,1
